Source;Lyrics File;Song ID;Song Title;File Path;IsMatch;Artist;Album;Score;Status;Has Variants;Variant Rank
qmusic;063 - JAMALA - GOAL;EFqrDwEvcJi77xOXQi4dtD;Jamala-Alas;scripts/lyrics_qmusic/063 - JAMALA - GOAL.txt;N;Jamala;Jamala;0.74;MEDIUM;YES;4/4
crh_lt;Jamala - DAĞLARNIÑ YOLLARI;Xuftay5Un77Fftns4Upgsu;Jamala & DakhaBrakha-Заманили;scripts/lyrics_crh_lt/Jamala - DAĞLARNIÑ YOLLARI.txt;N;Jamala;Jamala;0.7;MEDIUM;YES;1/2
crh_lt;Jamala - ARAFAT DAĞINDAN;Xuftay5Un77Fftns4Upgsu;Jamala & DakhaBrakha-Заманили;scripts/lyrics_crh_lt/Jamala - ARAFAT DAĞINDAN.txt;N;Jamala;Jamala;0.68;MEDIUM;YES;2/2
crh_lt;Emine Mustafayeva - Малелер(Хайдым дерелерине);3SM2dxjJN82ioufgOdslKK;Emine Mustafayeva-Kelmeseñ de;scripts/lyrics_crh_lt/Emine Mustafayeva - Малелер(Хайдым дерелерине).txt;N;Emine Mustafayeva;Emine Mustafayeva;0.76;MEDIUM;NO;
crh_lt;Anonim qırım - Чалашым;8lUBJzKuEhMEDFwmzn0sNt;Qırım - Mataylar;scripts/lyrics_crh_lt/Anonim qırım - Чалашым.txt;N;Qırım;Qırım;0.63;MEDIUM;NO;
crh_lt;Sevil - Kelecekke İnan;EDqDwO8IQr7wsNx6dqQsvA;Sevil Memetova-Here I am;scripts/lyrics_crh_lt/Sevil - Kelecekke İnan.txt;N;Sevil Memetova;Sevil Memetova;0.6;MEDIUM;NO;
crh_lt;Jamala - Ana Vatan;0mjOlIU5UcUNCJv0h0ZT7K;Jamala-Jamaica;scripts/lyrics_crh_lt/Jamala - Ana Vatan.txt;N;Jamala;Jamala;0.72;MEDIUM;NO;
crh_lt;Zeynep Lumanova - Bahşış yüzük (Altın yüzük);jYUG5t2p5wxFwFTCTnkdvo;Zeynep Lömanova-Altın yüzük;scripts/lyrics_crh_lt/Zeynep Lumanova - Bahşış yüzük (Altın yüzük).txt;N;Zeynep Lömanova;Zeynep Lömanova;0.7;MEDIUM;NO;
crh_lt;Jamala - KENE ALDI ĞAM BENİ;8q2sd93UksONRtcWjqZEQo;Jamala-Обещание (Safinteam Remix);scripts/lyrics_crh_lt/Jamala - KENE ALDI ĞAM BENİ.txt;N;Jamala;Jamala;0.71;MEDIUM;NO;
crh_lt;Faun - UMAY;0jSxFpeS8TSIH4BpbQXDeW;Uçan-Su-Matay;scripts/lyrics_crh_lt/Faun - UMAY.txt;N;Uçan-Su;Uçan-Su;0.6;MEDIUM;NO;
qmusic;011 - Izzet - Fraon;TyJSw4reGSqyi9whwTjybA;İzzet-My Friend;scripts/lyrics_qmusic/011 - Izzet - Fraon.txt;N;İzzet;İzzet;0.72;MEDIUM;NO;
qmusic;019 - Достлар, селям алейкум!;kxzDPBYjbdlNeh2ydBZsiV;Diaspora-Mına selâm aleyküm;scripts/lyrics_qmusic/019 - Достлар, селям алейкум!.txt;N;Diger;Diger;0.65;MEDIUM;NO;
