Source,Lyrics File,Song ID,Song Title,Artist,Album,Score,Status,Has Variants,Variant Rank,File Path
crh_lt,Unknown - Boysunmağan,5PGXGHhxDnJnXMhv4qj2cI,Yalçın Faik-Yol boyunda,Yalçın Faik,Yalçın Faik,0.49,LOW,NO,,scripts/lyrics_crh_lt/Unknown - Boysunmağan.txt
crh_lt,Susanna Memetova - Qaranfil,jG7kAJeYw0yGZyds1o9pIQ,Susanna Memetova-Qaranfil,Susanna Memetova,Susanna Memetova,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Susanna Memetova - Qaranfil.txt
crh_lt,Crimean Tatar Folk - Bahchalarda kestane Багъчаларда кестане,FHqDEt03ClE1gnZUZYDV4H,Marlen Settarov-Bağçalarda kestane,Marlen Settarov,Marlen Settarov,0.58,LOW,NO,,scripts/lyrics_crh_lt/Crimean Tatar Folk - Bahchalarda kestane Багъчаларда кестане.txt
crh_lt,Eshnight - Suvuq (Сувукъ),h7j3AVSzXreMTHndP2Gg1B,Eshnight-Suvuq,Eshnight,Eshnight,0.89,HIGH,NO,,scripts/lyrics_crh_lt/Eshnight - Suvuq (Сувукъ).txt
crh_lt,Şefika Tatarisova - Qızılçıqlar,g6yJMUvBTCucgtaz3SoPGl,Şefika Tatarisova-Qızılçıqlar,Şefika Tatarisova,Şefika Tatarisova,0.91,HIGH,NO,,scripts/lyrics_crh_lt/Şefika Tatarisova - Qızılçıqlar.txt
crh_lt,Eşref Şemizade - Közyaş Divar,6B65UGLV0nq6dMFwZC4Nsu,Ernes Emirasanov-Meni yaqma,Ernes Emirasanov,Ernes Emirasanov,0.49,LOW,NO,,scripts/lyrics_crh_lt/Eşref Şemizade - Közyaş Divar.txt
qmusic,061 - LENARA OSMANOVA - BEYAZ GEMİ,nUEthfrWpcwI2qSu02oeEK,Lenara Osmanova-Beyaz gemi,Lenara Osmanova,Lenara Osmanova,1.01,HIGH,YES,1/2,scripts/lyrics_qmusic/061 - LENARA OSMANOVA - BEYAZ GEMİ.txt
crh_lt,Lenara Osmanova - Beyaz Gemi Беяз геми,nUEthfrWpcwI2qSu02oeEK,Lenara Osmanova-Beyaz gemi,Lenara Osmanova,Lenara Osmanova,0.91,HIGH,YES,2/2,scripts/lyrics_crh_lt/Lenara Osmanova - Beyaz Gemi Беяз геми.txt
crh_lt,Asan Hayretdinov - Yanımdasıñ,rWj5fhbDTgEqmjiwLBkqWd,Asan Hayretdinov-Yanımdasıñ,Asan Hayretdinov,Asan Hayretdinov,1.04,HIGH,NO,,scripts/lyrics_crh_lt/Asan Hayretdinov - Yanımdasıñ.txt
crh_lt,"National Anthems & Patriotic Songs - Crimean People's Republic, National Anthem of (1917~1918) - Ant etkenmen",qcZqZ7JyfRbDJDlLkEwnyF,Qırım Halqınıñ Milliy Marşı-Crimean's National Anthem,Gimn,Gimn,0.39,LOW,NO,,"scripts/lyrics_crh_lt/National Anthems & Patriotic Songs - Crimean People's Republic, National Anthem of (1917~1918) - Ant etkenmen.txt"
crh_lt,Sevil - Kelecekke İnan,EDqDwO8IQr7wsNx6dqQsvA,Sevil Memetova-Here I am,Sevil Memetova,Sevil Memetova,0.60,MEDIUM,NO,,scripts/lyrics_crh_lt/Sevil - Kelecekke İnan.txt
crh_lt,Unknown - biz qırım dan çıqqanda,s7Svm8Tp83MpEFZn9JX6OG,Revan-Biz Qırımdan çıqqanda,Diger,Diger,0.75,MEDIUM,NO,,scripts/lyrics_crh_lt/Unknown - biz qırım dan çıqqanda.txt
crh_lt,Reyana Kadırova - Tavğa bardım,GCDwfFXydasnBLWDhaRuo3,Reyana Kadırova-Tavğa bardım,Reyana Kadırova,Reyana Kadırova,1.05,HIGH,YES,1/2,scripts/lyrics_crh_lt/Reyana Kadırova - Tavğa bardım.txt
crh_lt,Unknown - Tavğa bardım,GCDwfFXydasnBLWDhaRuo3,Reyana Kadırova-Tavğa bardım,Reyana Kadırova,Reyana Kadırova,0.60,LOW,YES,2/2,scripts/lyrics_crh_lt/Unknown - Tavğa bardım.txt
crh_lt,Raziye Seytablayeva - Sevda oldım,PK0TKo0YRn25PU3vIqgdhJ,Raziye Seytablayeva - Sevda oldım,Raziye Seytablayeva,Raziye Seytablayeva,1.10,HIGH,NO,,scripts/lyrics_crh_lt/Raziye Seytablayeva - Sevda oldım.txt
crh_lt,Jamala - Ana Vatan,0mjOlIU5UcUNCJv0h0ZT7K,Jamala-Jamaica,Jamala,Jamala,0.72,MEDIUM,NO,,scripts/lyrics_crh_lt/Jamala - Ana Vatan.txt
crh_lt,Afize Yusuf-Qızı - Deñiz dalğasız olmaz,MuK8B1OBUOnl7ujJVDM0by,Afize Yusuf-qızı-Deñiz dalğasız olmaz,Afize Yusuf-qızı,Afize Yusuf-qızı,1.03,HIGH,NO,,scripts/lyrics_crh_lt/Afize Yusuf-Qızı - Deñiz dalğasız olmaz.txt
crh_lt,Arslanbek Sultanbekov - Родина,fGLcd5PdrXaw1OUjalDwEo,Ruslan Arslanbekov-Sultaniye,Ruslan Arslanbekov,Ruslan Arslanbekov,0.58,LOW,NO,,scripts/lyrics_crh_lt/Arslanbek Sultanbekov - Родина.txt
crh_lt,Jamala - Meni ğamdan azat eyle,SRe6TN9CrK3yFAZXL7derV,Jamala-Meni ğamdan azat eyle,Jamala,Jamala,1.05,HIGH,NO,,scripts/lyrics_crh_lt/Jamala - Meni ğamdan azat eyle.txt
crh_lt,Zore Kadıyeva - Bayraq,RUbDUuuo6hi857eXlj9a74,Zore Kadıyeva-Bayraq,Zore Kadıyeva,Zore Kadıyeva,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Zore Kadıyeva - Bayraq.txt
crh_lt,Ediye Topçi - Qolda filcanım,xWnzFuR5bTGArTmGlnCQua,Ediye Topçi-Qolda filcanım,Ediye Topçi,Ediye Topçi,0.94,HIGH,NO,,scripts/lyrics_crh_lt/Ediye Topçi - Qolda filcanım.txt
crh_lt,Mulan (OST) - Neci var karşımda yol alan [Reflection],0qUYVMvXMxrGdqUHbtVYUM,Mamet Kharkhara - Baydarava yollari,Mamet Kharkhara,Mamet Kharkhara,0.47,LOW,NO,,scripts/lyrics_crh_lt/Mulan (OST) - Neci var karşımda yol alan [Reflection].txt
crh_lt,Asan Bilâlov - Baydarava Yolları,yOBFmZJULcfX4Q5g0nJM4f,Fevzi Bilâlov-Baydarava yolları,Fevzi Bilâlov,Fevzi Bilâlov,0.81,HIGH,NO,,scripts/lyrics_crh_lt/Asan Bilâlov - Baydarava Yolları.txt
crh_lt,Güzel - Melegimsiñ мелегимсинъ,OPTvKKXAxxqzUroogUP0lw,Güzel-Melegimsiñ,Güzel,Güzel,0.62,MEDIUM,NO,,scripts/lyrics_crh_lt/Güzel - Melegimsiñ мелегимсинъ.txt
crh_lt,Güzel - Yel olsam,1pP6WjuAHt6rFapxmAO4nk,Güzel-Yel olsam,Güzel,Güzel,0.90,HIGH,YES,1/2,scripts/lyrics_crh_lt/Güzel - Yel olsam.txt
qmusic,008 - GÜZEL – YEL OLSAM,1pP6WjuAHt6rFapxmAO4nk,Güzel-Yel olsam,Güzel,Güzel,0.79,MEDIUM,YES,2/2,scripts/lyrics_qmusic/008 - GÜZEL – YEL OLSAM.txt
crh_lt,Soviet Patriotic_Folk Songs - Шеитлернинъ Хатрына,SJ03NYuYQO7CCtVTyztYSD,Server Kakura-Totayköy horanı ve haytarma,Server Kakura,Server Kakura,0.47,LOW,NO,,scripts/lyrics_crh_lt/Soviet Patriotic_Folk Songs - Шеитлернинъ Хатрына.txt
crh_lt,Soviet Patriotic_Folk Songs - Qızıl asker marşı,CmrPvXpKCp5MADgsfS44i4,Şevket Zmorka-Rock haytarma,Şevket Zmorka,Şevket Zmorka,0.43,LOW,NO,,scripts/lyrics_crh_lt/Soviet Patriotic_Folk Songs - Qızıl asker marşı.txt
crh_lt,Unknown - Sen eñ güzelsiñ,o2twQ8pzSouxeUE5zwVbsi,Aliye Cepparova-Sen eñ güzelsiñ,Aliye Cepparova,Aliye Cepparova,0.49,LOW,NO,,scripts/lyrics_crh_lt/Unknown - Sen eñ güzelsiñ.txt
crh_lt,Aliye Yakubova - Erecebim,iLOIPsXYf3wewlrp8cLvX2,Aliye Yakubova-Erecebim,Aliye Hacabadinova,Aliye Hacabadinova,0.98,HIGH,NO,,scripts/lyrics_crh_lt/Aliye Yakubova - Erecebim.txt
crh_lt,Raziye Seytablayeva - Şaq-şaq,IqUk4aIh9xk2BOQd6whfOd,Raziye Seytablayeva - Şaq-şaq,Raziye Seytablayeva,Raziye Seytablayeva,1.02,HIGH,NO,,scripts/lyrics_crh_lt/Raziye Seytablayeva - Şaq-şaq.txt
crh_lt,Emine Mustafayeva - Dostum,KRXr4Erom5DpsEGQ8aNCkR,Emine Mustafayeva-Dostum,Emine Mustafayeva,Emine Mustafayeva,1.08,HIGH,YES,1/2,scripts/lyrics_crh_lt/Emine Mustafayeva - Dostum.txt
qmusic,052 - EMİNE MUSTAFAYEVA - DOSTUM,KRXr4Erom5DpsEGQ8aNCkR,Emine Mustafayeva-Dostum,Emine Mustafayeva,Emine Mustafayeva,1.00,HIGH,YES,2/2,scripts/lyrics_qmusic/052 - EMİNE MUSTAFAYEVA - DOSTUM.txt
crh_lt,Evelina (Ukraine) - Sevgi yeli,2H5EaK0r3jgWdfPtl4q5tP,Server Kakura-Sevgilim,Server Kakura,Server Kakura,0.60,LOW,NO,,scripts/lyrics_crh_lt/Evelina (Ukraine) - Sevgi yeli.txt
crh_lt,Afize Yusuf-Qızı - Beşik yırı,1VSPWVGzvPeSMH9aj7HbPC,Afize Yusuf-qızı-Beşik yırı,Afize Yusuf-qızı,Afize Yusuf-qızı,1.04,HIGH,NO,,scripts/lyrics_crh_lt/Afize Yusuf-Qızı - Beşik yırı.txt
qmusic,026 - NOĞAY BEYİTLERİ-3,jYAdwpgHywW67DUygYQRsd,Dilâver Osmanov-Noğay beyitleri,Dilâver Osmanov,Dilâver Osmanov,0.60,MEDIUM,YES,1/4,scripts/lyrics_qmusic/026 - NOĞAY BEYİTLERİ-3.txt
qmusic,027 - NOĞAY BEYİTLERİ-4,jYAdwpgHywW67DUygYQRsd,Dilâver Osmanov-Noğay beyitleri,Dilâver Osmanov,Dilâver Osmanov,0.60,MEDIUM,YES,2/4,scripts/lyrics_qmusic/027 - NOĞAY BEYİTLERİ-4.txt
qmusic,025 - NOĞAY BEYİTLERİ-2,jYAdwpgHywW67DUygYQRsd,Dilâver Osmanov-Noğay beyitleri,Dilâver Osmanov,Dilâver Osmanov,0.60,MEDIUM,YES,3/4,scripts/lyrics_qmusic/025 - NOĞAY BEYİTLERİ-2.txt
crh_lt,Unknown - Ногъай беитлери,jYAdwpgHywW67DUygYQRsd,Dilâver Osmanov-Noğay beyitleri,Dilâver Osmanov,Dilâver Osmanov,0.58,LOW,YES,4/4,scripts/lyrics_crh_lt/Unknown - Ногъай беитлери.txt
crh_lt,Asiye Saale - Seit-Asan,KCrarFRKXtpslMVLVrmdDY,Asiye Saale-Seitasan,Asiye Saale,Asiye Saale,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Asiye Saale - Seit-Asan.txt
crh_lt,Zeynep Seytumerova - Aldatma qıznı,5ciPlg5z38UkPi8kcNQdf3,Zeynep Seytumerova-Aldatma qıznı,Zeynep Seytumerova,Zeynep Seytumerova,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Zeynep Seytumerova - Aldatma qıznı.txt
crh_lt,Raziye Seytablayeva - Eki pugu,lLPv3rJiwhpAk20lIlgRcj,Raziye Seytablayeva-Eki puğu,Raziye Seytablayeva,Raziye Seytablayeva,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Raziye Seytablayeva - Eki pugu.txt
crh_lt,Tatar Folk - Bağçalarda kestane,X14AIPBEAvznoNss33ipXa,Belbek-Bağçalarda kestane,Belbek,Belbek,0.68,MEDIUM,NO,,scripts/lyrics_crh_lt/Tatar Folk - Bağçalarda kestane.txt
crh_lt,Elnara Küçük - Sevgiñ ateş kibi,wRH67WFR2V9kIKIO5kH72M,Elnara Küçük-Sevgiñ ateş kibi,Elnara Küçük,Elnara Küçük,0.81,HIGH,NO,,scripts/lyrics_crh_lt/Elnara Küçük - Sevgiñ ateş kibi.txt
crh_lt,Halisa Ablayeva - Къаленинъ тюбюнде,N2QjRe6HCmQEYN2Q1EYGxd,Halisa Ablayeva-Qaleniñ tübünde,Halisa Ablayeva,Halisa Ablayeva,1.02,HIGH,NO,,scripts/lyrics_crh_lt/Halisa Ablayeva - Къаленинъ тюбюнде.txt
crh_lt,"Rustem Memetov - Kel, Mavı Közlüm(Кель, мавы козьлюм)",HVBLUq6K4bu0pLLQvohXGN,"Rustem Memetov-Kel, mavı közlüm",Rustem Memetov,Rustem Memetov,0.87,HIGH,NO,,"scripts/lyrics_crh_lt/Rustem Memetov - Kel, Mavı Közlüm(Кель, мавы козьлюм).txt"
crh_lt,Unknown Artist (Crimean Tatar) - Şeitlerniñ Hatrına,uHp93r0rsWi7Bv0R6pVhmD,FortRoyalBeatz-Crimean Tatar Trap (2013 Mix),FortRoyalBeatz (EmCiEl),FortRoyalBeatz (EmCiEl),0.48,LOW,NO,,scripts/lyrics_crh_lt/Unknown Artist (Crimean Tatar) - Şeitlerniñ Hatrına.txt
crh_lt,Aliye Yakubova - Yosmam,yjbsX6hTPe1kVphk3UQ1No,Aliye Yakubova-Yosmam,Aliye Hacabadinova,Aliye Hacabadinova,0.98,HIGH,NO,,scripts/lyrics_crh_lt/Aliye Yakubova - Yosmam.txt
crh_lt,Anonim qırım - Эки чешме,A3wlh3SWDditpSMFDzmebx,Qırım-Tım-tım (eski),Qırım,Qırım,0.57,LOW,NO,,scripts/lyrics_crh_lt/Anonim qırım - Эки чешме.txt
crh_lt,The Lion King (OST) - Yarıqqa qaranlıq [Circle of Life],QAdgKUHomCT46ivbLXe4of,Alim Osmanov (Qara Deñiz)-Nazlı Leylâm (Öt bülbülim),Alim Osmanov (Qara Deñiz),Alim Osmanov (Qara Deñiz),0.46,LOW,NO,,scripts/lyrics_crh_lt/The Lion King (OST) - Yarıqqa qaranlıq [Circle of Life].txt
crh_lt,"National Anthems & Patriotic Songs - Crimean Tatars, Anthem of the - Ant Etkenmen",LpLHHslqaWKYOdYaBEOINu,Seytabla Memetov ve Dilâver Settarov-Ant etkenmen,Seytabla Memetov,Seytabla Memetov,0.46,LOW,NO,,"scripts/lyrics_crh_lt/National Anthems & Patriotic Songs - Crimean Tatars, Anthem of the - Ant Etkenmen.txt"
crh_lt,Soviet Patriotic_Folk Songs - Порт-Артур,Rk5NVISZdbt6X9UtAktkKr,Destan-Port-Artur,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.51,LOW,NO,,scripts/lyrics_crh_lt/Soviet Patriotic_Folk Songs - Порт-Артур.txt
crh_lt,Arsen Bekirov - Sağınam,3Khgn79b7d64KVssNUsvzh,Arsen Bekirov-Sağınam,Arsen Bekirov,Arsen Bekirov,1.03,HIGH,NO,,scripts/lyrics_crh_lt/Arsen Bekirov - Sağınam.txt
crh_lt,Sabriye Erecepova - Qaynana ve kelin,ALDRnrUw01An9xtJqS6T7v,Sabriye Erecepova-Qaynana ve kelin,Sabriye Erecepova,Sabriye Erecepova,1.09,HIGH,NO,,scripts/lyrics_crh_lt/Sabriye Erecepova - Qaynana ve kelin.txt
crh_lt,Emine Mustafayeva - Üç gögercin,jScmhV8Lhs2kGDBs9yLD2w,Emine Mustafayeva-Yaz keçti,Emine Mustafayeva,Emine Mustafayeva,0.86,HIGH,NO,,scripts/lyrics_crh_lt/Emine Mustafayeva - Üç gögercin.txt
crh_lt,Emiliya Ablayeva - Elvida,kp8cv5INf25Os2ahRDQt8i,Emiliya Ablayeva-Elvida,Emiliya Ablayeva,Emiliya Ablayeva,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Emiliya Ablayeva - Elvida.txt
crh_lt,Lenara Osmanova - Ateş Атеш,2ajprHgTYgwlRCiIKBErYP,Lenara Osmanova-Ateş,Lenara Osmanova,Lenara Osmanova,0.92,HIGH,NO,,scripts/lyrics_crh_lt/Lenara Osmanova - Ateş Атеш.txt
crh_lt,Asiye Saale - Doğğan yerim dağ-dereler,kO9BIEM7SlJMxkVQbLF4Qb,Асие Саале - Догъгъан ерим дагъ-дерелер,Asiye Saale,Asiye Saale,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Asiye Saale - Doğğan yerim dağ-dereler.txt
crh_lt,Zeynep Lumanova - Bahşış yüzük (Altın yüzük),jYUG5t2p5wxFwFTCTnkdvo,Zeynep Lömanova-Altın yüzük,Zeynep Lömanova,Zeynep Lömanova,0.70,MEDIUM,NO,,scripts/lyrics_crh_lt/Zeynep Lumanova - Bahşış yüzük (Altın yüzük).txt
crh_lt,Asiye Saale - Küzde yapraq tökülür,SXJpKkjatueQka7i1olhWT,Asiye Saale ve ATR ansambli-Küzde yapraq tökülür,Asiye Saale,Asiye Saale,0.81,HIGH,NO,,scripts/lyrics_crh_lt/Asiye Saale - Küzde yapraq tökülür.txt
crh_lt,Jamala - KENE ALDI ĞAM BENİ,8q2sd93UksONRtcWjqZEQo,Jamala-Обещание (Safinteam Remix),Jamala,Jamala,0.71,MEDIUM,NO,,scripts/lyrics_crh_lt/Jamala - KENE ALDI ĞAM BENİ.txt
crh_lt,"Güzel - Ayt, canım Айт джаным",wpUNvN5Per13aQfX8G4JSS,"Güzel-Ayt, canım",Güzel,Güzel,0.67,MEDIUM,NO,,"scripts/lyrics_crh_lt/Güzel - Ayt, canım Айт джаным.txt"
crh_lt,Crimean Tatar Folk - Alemge deñişmem,26LjJOYHiKyQmkF40rMkwD,Nariman Baliç-Qara deñiz,Nariman Baliç,Nariman Baliç,0.49,LOW,NO,,scripts/lyrics_crh_lt/Crimean Tatar Folk - Alemge deñişmem.txt
crh_lt,"Sergey Kutanin - Ey, Güzel Qırım",zKfiMnXSBgzCrMBQMBI5Qt,"Pervan-Ey, güzel Qırım!",Diger,Diger,0.69,MEDIUM,NO,,"scripts/lyrics_crh_lt/Sergey Kutanin - Ey, Güzel Qırım.txt"
crh_lt,Dilyara Tukyanji - Men Bu Gece Bir Tüş Kördim,mP6TIpC5TW1NFsqg5Vzi2p,Dilyara Tukyanji - Men bu gece bir t&#252;&#351; k&#246;rdim,Dilyara Tukyanji,Dilyara Tukyanji,0.97,HIGH,NO,,scripts/lyrics_crh_lt/Dilyara Tukyanji - Men Bu Gece Bir Tüş Kördim.txt
crh_lt,Elvina Yuldaşeva - Vatanım Qırım,jS7TMEgU9Z5c37knwpswm2,Elvina Yuldaşeva-Vatanım Qırım,Elvina Yuldaşeva,Elvina Yuldaşeva,0.95,HIGH,NO,,scripts/lyrics_crh_lt/Elvina Yuldaşeva - Vatanım Qırım.txt
crh_lt,Dilyara Tukyanji - Ayşem,o0xqUhVE9HsfHYMBChg8AC,Dilyara Tukyanji - Ay&#351;em,Dilyara Tukyanji,Dilyara Tukyanji,1.01,HIGH,NO,,scripts/lyrics_crh_lt/Dilyara Tukyanji - Ayşem.txt
crh_lt,Unknown - Qırım Qızı,hxM0wtfRLjtPr6NuT0UpOR,Günay-Qırım qızı,Günay,Günay,0.73,MEDIUM,YES,1/3,scripts/lyrics_crh_lt/Unknown - Qırım Qızı.txt
qmusic,054 - Къырым къызы,hxM0wtfRLjtPr6NuT0UpOR,Günay-Qırım qızı,Günay,Günay,0.69,MEDIUM,YES,2/3,scripts/lyrics_qmusic/054 - Къырым къызы.txt
qmusic,010 - GÜNAY – QIRIM QIZI,hxM0wtfRLjtPr6NuT0UpOR,Günay-Qırım qızı,Günay,Günay,0.57,LOW,YES,3/3,scripts/lyrics_qmusic/010 - GÜNAY – QIRIM QIZI.txt
crh_lt,Üsniye İbraimova - Terligim,OKv8g2yuiaRQQZqbEKbiR0,Üsniye İbraimova-Terligim,Üsniye İbraimova,Üsniye İbraimova,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Üsniye İbraimova - Terligim.txt
crh_lt,Eshnight - Nege Kerek (Неге Керек),Z8TiS7j2XlbvMtyJesesaN,Eshnight-Nege kerek,Eshnight,Eshnight,0.85,HIGH,NO,,scripts/lyrics_crh_lt/Eshnight - Nege Kerek (Неге Керек).txt
crh_lt,Üriye Kermençikli - Anteresi ala beñzeyür,z09asVvGxdaCmsywxQjvHx,Üriye Kermençikli-Anterisi ala beñzeyur,Üriye Kermençikli,Üriye Kermençikli,0.86,HIGH,NO,,scripts/lyrics_crh_lt/Üriye Kermençikli - Anteresi ala beñzeyür.txt
crh_lt,Şefika Tatarisova - Qaranfil,BN0jatdxu5YXCJziRMSLDt,Şefika Tatarisova-Qaranfil,Şefika Tatarisova,Şefika Tatarisova,0.94,HIGH,NO,,scripts/lyrics_crh_lt/Şefika Tatarisova - Qaranfil.txt
crh_lt,"Elzara Batalova - Em seversiñ, em sevmezsiñ",dDZMAwMaB3fTRRoKrPMeBY,Elzara Batalova-Em seversiñ (Live),Elzara Batalova,Elzara Batalova,0.86,HIGH,NO,,"scripts/lyrics_crh_lt/Elzara Batalova - Em seversiñ, em sevmezsiñ.txt"
crh_lt,"Karolina Cicha - Сыра-сыра джезвелер (Sira, sira djezveler)",xBPCWnTtthIxgonYn0ZjoY,Elina Sosnovskaya - Sira-sira djezveler ,Elina Sosnovskaya,Elina Sosnovskaya,0.59,LOW,NO,,"scripts/lyrics_crh_lt/Karolina Cicha - Сыра-сыра джезвелер (Sira, sira djezveler).txt"
crh_lt,Afize Yusuf-Qızı - Yürekten,f3PvkTuY2eKf43CqMHrL2N,Afize Yusuf-qızı-Yürekten,Afize Yusuf-qızı,Afize Yusuf-qızı,1.04,HIGH,NO,,scripts/lyrics_crh_lt/Afize Yusuf-Qızı - Yürekten.txt
crh_lt,Marlen Settarov - İç suçlu degilsiñ sen,2ExFInaxJEHRixBI3eIC4A,Marlen Settarov-İç suçlu degilsiñ sen,Marlen Settarov,Marlen Settarov,1.00,HIGH,NO,,scripts/lyrics_crh_lt/Marlen Settarov - İç suçlu degilsiñ sen.txt
crh_lt,Asan Hayretdinov - Sevgi ikâyesi,sKSJ6Yjli6NCPrEejVJxEw,Asan Hayretdinov-Sevgi ikâyesi,Asan Hayretdinov,Asan Hayretdinov,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Asan Hayretdinov - Sevgi ikâyesi.txt
crh_lt,Güzel - Sevgi dağları,85XksWTF69TZ4JrbTXC4eQ,Güzel-Sevgi dağları,Güzel,Güzel,0.86,HIGH,NO,,scripts/lyrics_crh_lt/Güzel - Sevgi dağları.txt
crh_lt,Reyana Kadırova - Dağdan endi bir qozu,qVUfSgtjFm5oC0QMCXX1vb,Reyana Kadırova-Dağdan endi bir qozu,Reyana Kadırova,Reyana Kadırova,1.06,HIGH,NO,,scripts/lyrics_crh_lt/Reyana Kadırova - Dağdan endi bir qozu.txt
crh_lt,Bekir Çoban-Zade - Tuvğan Til,yfy9V48JenOBhvTo3WhORV,Riza Yusuf-Tuvğan til,Riza Yusuf,Riza Yusuf,0.57,LOW,NO,,scripts/lyrics_crh_lt/Bekir Çoban-Zade - Tuvğan Til.txt
crh_lt,Güzel - Zumrut зумрут,tHeFX7jzqp0ahbNFgNpbj9,Güzel-Zumrut,Güzel,Güzel,0.67,MEDIUM,NO,,scripts/lyrics_crh_lt/Güzel - Zumrut зумрут.txt
crh_lt,Zore Kadıyeva - Körbegim,a3YOIkyD65R6sTeL9a2pxG,Zore Kadıyeva-Körbegim,Zore Kadıyeva,Zore Kadıyeva,1.03,HIGH,NO,,scripts/lyrics_crh_lt/Zore Kadıyeva - Körbegim.txt
crh_lt,Faun - UMAY,0jSxFpeS8TSIH4BpbQXDeW,Uçan-Su-Matay,Uçan-Su,Uçan-Su,0.60,MEDIUM,NO,,scripts/lyrics_crh_lt/Faun - UMAY.txt
crh_lt,Aliye Bekirova - Vatanda Sevip Yaşa,LRdxHvE7H8ZzcboE7qjbbp,Aliye Bekirova - Vatanda sevip yaşa,Aliye Bekirova,Aliye Bekirova,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Aliye Bekirova - Vatanda Sevip Yaşa.txt
crh_lt,Crimean Tatar Folk - Port Arthur,hvTwVOHKoT9nrpEXJJC8ZW,Qirim Yankisi - Порт-Артур,Qırım Yankısı,Qırım Yankısı,0.60,MEDIUM,NO,,scripts/lyrics_crh_lt/Crimean Tatar Folk - Port Arthur.txt
crh_lt,Asiye Saale - Çalıquşu (Королёк – птичка певчая),NV1re3Y7sVGm8hZRNS68fJ,Asiye Saale &amp; Nariman Balich - &#199;al&#305;qu&#351;u (Королёк птичка певчая) (Muzut.net) ,[Unknown Artist],[Unknown Album],0.67,MEDIUM,NO,,scripts/lyrics_crh_lt/Asiye Saale - Çalıquşu (Королёк – птичка певчая).txt
qmusic,038 - Quote,jBZ4wJ6XwoGbDiSQYmnxab,Asan Umerov-Rustem,Asan Umerov,Asan Umerov,0.38,LOW,YES,1/4,scripts/lyrics_qmusic/038 - Quote.txt
qmusic,044 - Quote,jBZ4wJ6XwoGbDiSQYmnxab,Asan Umerov-Rustem,Asan Umerov,Asan Umerov,0.38,LOW,YES,2/4,scripts/lyrics_qmusic/044 - Quote.txt
qmusic,057 - Quote,jBZ4wJ6XwoGbDiSQYmnxab,Asan Umerov-Rustem,Asan Umerov,Asan Umerov,0.38,LOW,YES,3/4,scripts/lyrics_qmusic/057 - Quote.txt
qmusic,059 - Quote,jBZ4wJ6XwoGbDiSQYmnxab,Asan Umerov-Rustem,Asan Umerov,Asan Umerov,0.38,LOW,YES,4/4,scripts/lyrics_qmusic/059 - Quote.txt
qmusic,030 - Bayrach,ch9yJIkShIA2DCB0T9AMkH,Bayram-Haytarma,Bayram,Bayram,0.48,LOW,NO,,scripts/lyrics_qmusic/030 - Bayrach.txt
qmusic,018 - FAETON - MEMLEKETİM,2ZEYCm7ocSjonFPYlf1fQJ,Faeton-Memleketim,Faeton,Faeton,0.96,HIGH,NO,,scripts/lyrics_qmusic/018 - FAETON - MEMLEKETİM.txt
qmusic,062 - SERVER KAKURA - EBABİL,KlUtqKzU71XkmQiwVbk1Wf,Server Kakura-Ebabil,Server Kakura,Server Kakura,0.98,HIGH,NO,,scripts/lyrics_qmusic/062 - SERVER KAKURA - EBABİL.txt
qmusic,"040 - Cılama, kelin, cılama,",FtlHQR8NpoxOexHGmzinrF,Salaçıq-Ağlama kelin,Salaçıq,Salaçıq,0.57,LOW,NO,,"scripts/lyrics_qmusic/040 - Cılama, kelin, cılama,.txt"
qmusic,035 - O-skin,NlNRZJMQfdGVt7DuIuUaVy,Arsen Osmanov-Kiçkene,Arsen Osmanov,Arsen Osmanov,0.41,LOW,NO,,scripts/lyrics_qmusic/035 - O-skin.txt
qmusic,014 - ._ЯЛАН СЁЗЛЕР_,H8X8b3C7hFaM1SSRB9tFpl,Reana Tarkova-Yalan sözler,Reana Tarkova,Reana Tarkova,0.62,MEDIUM,NO,,scripts/lyrics_qmusic/014 - ._ЯЛАН СЁЗЛЕР_.txt
qmusic,015 - Селям алейкум))))пожалуйста напишите слова из,Y9bA7s85tvp57W6tjGLn2E,Alim Hakimov-Прості слова,Alim Hakimov,Alim Hakimov,0.49,LOW,NO,,scripts/lyrics_qmusic/015 - Селям алейкум))))пожалуйста напишите слова из.txt
qmusic,043 - Селям алейкум джемаат. _шеер чокъ,Psh46CTsLplueh3U3La7AN,Qatırşa-Saray-Mına selâm aleyküm (Crimean song),Qatırşa-Saray,Qatırşa-Saray,0.52,LOW,YES,1/3,scripts/lyrics_qmusic/043 - Селям алейкум джемаат. _шеер чокъ.txt
