Source,Lyrics File,Song ID,Song Title,Artist,Album,Score,Status,Has Variants,Variant Rank,File Path
qmusic,065 - селям алейкум! срочно нужна минусовка,Psh46CTsLplueh3U3La7AN,Qatırşa-Saray-Mına selâm aleyküm (Crimean song),Qatırşa-Saray,Qatırşa-Saray,0.48,LOW,YES,2/3,scripts/lyrics_qmusic/065 - селям алейкум! срочно нужна минусовка.txt
qmusic,"037 - Всем селям!!! Люди, у кого",Psh46CTsLplueh3U3La7AN,Qatırşa-Saray-Mına selâm aleyküm (Crimean song),Qatırşa-Saray,Qatırşa-Saray,0.45,LOW,YES,3/3,"scripts/lyrics_qmusic/037 - Всем селям!!! Люди, у кого.txt"
qmusic,056 - EM SEVERSİÑ,c5B9Hm9PmMLqm5G0El2l2J,Minaret-Em seversiñ,Minaret,Minaret,0.61,MEDIUM,YES,1/2,scripts/lyrics_qmusic/056 - EM SEVERSİÑ.txt
qmusic,058 - Em Seversiñ,c5B9Hm9PmMLqm5G0El2l2J,Minaret-Em seversiñ,Minaret,Minaret,0.61,MEDIUM,YES,2/2,scripts/lyrics_qmusic/058 - Em Seversiñ.txt
qmusic,017 - EMİLİYA ABLAYEVA - DOSTUM,UGmw0YBivt6NwcKmXuKaDr,Emiliya Ablayeva-Dostum,Emiliya Ablayeva,Emiliya Ablayeva,1.00,HIGH,NO,,scripts/lyrics_qmusic/017 - EMİLİYA ABLAYEVA - DOSTUM.txt
qmusic,028 - RiverRat! чокъ сагъол акъай.,RPf3u5J573DRwGMut1A1SR,Dilâver Osmanov-Salaçıq,Dilâver Osmanov,Dilâver Osmanov,0.45,LOW,NO,,scripts/lyrics_qmusic/028 - RiverRat! чокъ сагъол акъай..txt
qmusic,020 - On Eki De Ördek,7ShQKn3C2NMAul7kxwgkrP,İbrahim Dülger-On eki ördek,Diger,Diger,0.53,LOW,YES,1/3,scripts/lyrics_qmusic/020 - On Eki De Ördek.txt
qmusic,064 - ON İKİ ÖRDEK,7ShQKn3C2NMAul7kxwgkrP,İbrahim Dülger-On eki ördek,Diger,Diger,0.52,LOW,YES,2/3,scripts/lyrics_qmusic/064 - ON İKİ ÖRDEK.txt
qmusic,022 - Oneki de ördek,7ShQKn3C2NMAul7kxwgkrP,İbrahim Dülger-On eki ördek,Diger,Diger,0.50,LOW,YES,3/3,scripts/lyrics_qmusic/022 - Oneki de ördek.txt
qmusic,048 - Sana dargın değilim gidişlerin bir anlık öfke,Nm4OqL0umipUBn2gvLoiyO,Reyana Kadırova-Ne işlerin var idi (Live),Reyana Kadırova,Reyana Kadırova,0.44,LOW,NO,,scripts/lyrics_qmusic/048 - Sana dargın değilim gidişlerin bir anlık öfke.txt
qmusic,051 - Bu da bir manalı yır (qaraçayca),c2135uqC9s9mC7zXRwxwB3,Dilâver Osmanov-Qınalı parmaqlarıñ,Dilâver Osmanov,Dilâver Osmanov,0.45,LOW,NO,,scripts/lyrics_qmusic/051 - Bu da bir manalı yır (qaraçayca).txt
qmusic,"053 - ELZARA BATALOVA - EY, OĞLAN",DrT9Mqi7i5YvfmONesL2Fs,"Elzara Batalova-Ey, oğlan",Elzara Batalova,Elzara Batalova,0.96,HIGH,NO,,"scripts/lyrics_qmusic/053 - ELZARA BATALOVA - EY, OĞLAN.txt"
qmusic,"005 - Азиз анам, нелер япып",Bs1Fal8EoUKn3DegEjt7NZ,DJ Azzy-Yan-yana (Electro House),DJ Azzy,DJ Azzy,0.49,LOW,NO,,"scripts/lyrics_qmusic/005 - Азиз анам, нелер япып.txt"
qmusic,042 - Танъ йылдызы,XKewcUx99CsywKUnLSLETt,Esma-Tañ yıldızı,Esma,Esma,0.67,MEDIUM,NO,,scripts/lyrics_qmusic/042 - Танъ йылдызы.txt
qmusic,024 - Сайгъылы Достлар.. Быр де Ногъай Бейитлерин сёзлерини язсаныз... Сагъолунъыз,cIwq1ntM3om8fXJRRDlpuL,Halq Çalğı Aletleriniñ Ansambli-Navrez avası,Diger,Diger,0.41,LOW,NO,,scripts/lyrics_qmusic/024 - Сайгъылы Достлар.. Быр де Ногъай Бейитлерин сёзлерини язсаныз... Сагъолунъыз.txt
qmusic,004 - От Барабашки,LTBo5E4rmcq4dpWnnI0hv3,Taraf-Rumba,Taraf,Taraf,0.46,LOW,YES,1/2,scripts/lyrics_qmusic/004 - От Барабашки.txt
qmusic,003 - От Барабашки,LTBo5E4rmcq4dpWnnI0hv3,Taraf-Rumba,Taraf,Taraf,0.46,LOW,YES,2/2,scripts/lyrics_qmusic/003 - От Барабашки.txt
qmusic,032 - Dünyada her şeşek maalinde açar,Ppc7g01qkQvSM55d3K5WeQ,Nariman Baliç-Nesil haytarması,Nariman Baliç,Nariman Baliç,0.44,LOW,NO,,scripts/lyrics_qmusic/032 - Dünyada her şeşek maalinde açar.txt
qmusic,033 - Баллар кене селям алейкум... мына,xdjcPQHqydCAaFdaw0KzHG,Yalçın Faik-Mına selâm aleyküm,Yalçın Faik,Yalçın Faik,0.59,LOW,NO,,scripts/lyrics_qmusic/033 - Баллар кене селям алейкум... мына.txt
qmusic,011 - Izzet - Fraon,TyJSw4reGSqyi9whwTjybA,İzzet-My Friend,İzzet,İzzet,0.72,MEDIUM,NO,,scripts/lyrics_qmusic/011 - Izzet - Fraon.txt
qmusic,034 - Mina selâm aleyküm,PGrrnzje1s0BnVsOeKDbZR,Qirim Yankisi - Mina selâm aleykum,Qırım Yankısı,Qırım Yankısı,0.64,MEDIUM,NO,,scripts/lyrics_qmusic/034 - Mina selâm aleyküm.txt
qmusic,045 - QINALI PARMAQ,EDNnIQ9jxKIzfHmYGPCdoG,Yıldız Ayhan-Qınalı parmaq,Yıldız Ayhan,Yıldız Ayhan,0.57,LOW,NO,,scripts/lyrics_qmusic/045 - QINALI PARMAQ.txt
qmusic,013 - Destan - Ай чалашым,AWM9y6YSOssXvSALNLeTH3,"Destan-Ay, çalaşım",Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.76,MEDIUM,NO,,scripts/lyrics_qmusic/013 - Destan - Ай чалашым.txt
qmusic,049 - Server Kakura - Qırımım,zElSbaR7NPzz3wNOn3tegY,Server Kakura - Qırımım,Server Kakura,Server Kakura,1.01,HIGH,NO,,scripts/lyrics_qmusic/049 - Server Kakura - Qırımım.txt
qmusic,047 - Bağdad kibi şeer yohtur,o7kcquYFNZ3wapQ6kZwoVk,Adam İsmail-Tierro Noura,Adam İsmail,Adam İsmail,0.48,LOW,NO,,scripts/lyrics_qmusic/047 - Bağdad kibi şeer yohtur.txt
qmusic,"036 - Men pıçağım qayırdım, qorazım soydım, alay",6nt2ZnqFOiIIwprAVb8Csv,Raya Levi (Qırımçaq)-Bir horazım bar edi (halq icrası),Halq icrası,Halq icrası,0.41,LOW,NO,,"scripts/lyrics_qmusic/036 - Men pıçağım qayırdım, qorazım soydım, alay.txt"
qmusic,001 - Здесь будем выкладывать тексты песен.,G9kUVbXYFXabr6ODUVPzWQ,Edem Polâkov-Atım terlendi,Edem Polâkov,Edem Polâkov,0.48,LOW,NO,,scripts/lyrics_qmusic/001 - Здесь будем выкладывать тексты песен..txt
qmusic,031 - Yalcin Faik - Ant etkenmen aytaman,mQf6c6YZj0VoSiV6Qw92jz,Yalçın Faik-Ant etkenmen aytaman,Yalçın Faik,Yalçın Faik,0.90,HIGH,NO,,scripts/lyrics_qmusic/031 - Yalcin Faik - Ant etkenmen aytaman.txt
qmusic,"041 - Ay, oğlan, tatarmısın_",A3f1dv2DysFLeFeJcUDxux,"Emine Koç-Ay, oğlan, tatarmısıñ",Dilâra Emirüseinova,Dilâra Emirüseinova,0.75,MEDIUM,NO,,"scripts/lyrics_qmusic/041 - Ay, oğlan, tatarmısın_.txt"
qmusic,023 - Mına bunı pek begenem_,qiinPcqwvwSNW5sQ1IYTcK,Dilâra Mahmudova-Men seni begenem,Dilâra Mahmudova,Dilâra Mahmudova,0.46,LOW,NO,,scripts/lyrics_qmusic/023 - Mına bunı pek begenem_.txt
qmusic,002 - От Татлы Ногая,gR345TVKHi7roitNvyzVN7,Salaçıq-Плановая,Salaçıq,Salaçıq,0.46,LOW,NO,,scripts/lyrics_qmusic/002 - От Татлы Ногая.txt
qmusic,016 - Эдип Асанов,FnP5SVh1MLLwRyjS2qI6J9,Arsen Asanov-Quş,Arsen Asanov,Arsen Asanov,0.53,LOW,NO,,scripts/lyrics_qmusic/016 - Эдип Асанов.txt
qmusic,060 - EDİP ASANOV - MEYHANECİ,K2wYGgmCUkeZti3VrovfQO,Edip Bağçasaraylı-Meyhaneci,Edip Bağçasaraylı,Edip Bağçasaraylı,0.67,MEDIUM,NO,,scripts/lyrics_qmusic/060 - EDİP ASANOV - MEYHANECİ.txt
qmusic,050 - NAZİFE REİZOVA - GİDENE BAH GİDENE,HEZP1fIoDfIs2ngG9ptbBt,Nazife Reizova - Gidene baq gidene,Nazife Reizova,Nazife Reizova,1.01,HIGH,NO,,scripts/lyrics_qmusic/050 - NAZİFE REİZOVA - GİDENE BAH GİDENE.txt
qmusic,"055 - Он секиз майыс геджесинде эмир окъулды,",3iZFE4KZrVmKxTDr70u8TH,Alim Osmanov-On sekiz mayıs gecesinde (eski),Alim Osmanov (Qara Deñiz),Alim Osmanov (Qara Deñiz),0.69,MEDIUM,NO,,"scripts/lyrics_qmusic/055 - Он секиз майыс геджесинде эмир окъулды,.txt"
qmusic,039 - KELİN TÜRKÜSİ,DPx2oBMD6tmz6QCoUYqYTJ,Fevzi Aliyev-Kelin haytarması,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.44,LOW,NO,,scripts/lyrics_qmusic/039 - KELİN TÜRKÜSİ.txt
qmusic,"019 - Достлар, селям алейкум!",kxzDPBYjbdlNeh2ydBZsiV,Diaspora-Mına selâm aleyküm,Diger,Diger,0.65,MEDIUM,NO,,"scripts/lyrics_qmusic/019 - Достлар, селям алейкум!.txt"
qmusic,"006 - Ай нуры пенджеремде, хаялим сени",puXVQymvrrmPfEeCmvyXaP,Zarema Halitova-Sevem seni,Zarema Khalitova,Zarema Khalitova,0.50,LOW,NO,,"scripts/lyrics_qmusic/006 - Ай нуры пенджеремде, хаялим сени.txt"
qmusic,046 - RİKA ÇİNGİZ - AT MENİ,QgBZFOuhSePMkQSUsvYQeF,Rika Çingiz-At meni,Rika Çingiz,Rika Çingiz,0.83,HIGH,NO,,scripts/lyrics_qmusic/046 - RİKA ÇİNGİZ - AT MENİ.txt
qmusic,029 - Arabası tınğırday,1BqfSH8X7za3hJT72PksJ9,Destan-Arabası tıñqırday,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.73,MEDIUM,NO,,scripts/lyrics_qmusic/029 - Arabası tınğırday.txt
qmusic,007 - ZAREMA - ''HOP'' SÖYLE,cRkRLPhBOnDcw9ckuBJ26x,Zarema-Atak (DJ Senol remix),Zarema,Zarema,0.59,LOW,NO,,scripts/lyrics_qmusic/007 - ZAREMA - ''HOP'' SÖYLE.txt
